wait_time,generation_time,queue_length
0.0,16.039149284362793,0
0.012486934661865234,5.004988193511963,1
5.0590550899505615,4.8809709548950195,2
4.947558879852295,4.93063497543335,3
9.919171810150146,4.904720306396484,4
9.953153133392334,4.931295156478882,5
14.92529582977295,4.87202787399292,6
14.8794686794281,2.9410722255706787,7
17.860222339630127,2.7505860328674316,8
15.71803593635559,4.8644139766693115,9
20.625800848007202,4.843837261199951,10
