wait_time,generation_time,queue_length,clip_self_similarity
0.0,15.986748933792114,0,92.64266967773438
0.012545108795166016,5.029709815979004,1,98.56536865234375
5.084005832672119,4.91606593132019,2,107.47025299072266
4.982688903808594,4.860497951507568,3,97.3111343383789
9.88473391532898,4.914072751998901,4,91.55342864990234
9.895724058151245,4.886608839035034,5,93.23965454101562
14.821536779403687,4.834420919418335,6,94.76499938964844
14.810715913772583,4.800839900970459,7,104.32520294189453
19.653488159179688,4.855403900146484,8,99.36336517333984
19.610108137130737,4.88593602180481,9,91.04591369628906
